	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31
0	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]
1	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]
2	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]
3	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[181, 142, 121]
4	[181, 142, 121]	[181, 142, 121]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[181, 142, 121]
5	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[93, 54, 52]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[181, 142, 121]	[181, 142, 121]
6	[181, 142, 121]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[181, 142, 121]	[181, 142, 121]
7	[181, 142, 121]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[93, 54, 52]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[93, 54, 52]	[93, 54, 52]	[181, 142, 121]	[181, 142, 121]
8	[181, 142, 121]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[181, 142, 121]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[93, 54, 52]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]
9	[181, 142, 121]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[93, 54, 52]	[93, 54, 52]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[93, 54, 52]	[93, 54, 52]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[93, 54, 52]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]
10	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[93, 54, 52]	[93, 54, 52]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[93, 54, 52]	[93, 54, 52]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[93, 54, 52]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[93, 54, 52]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]
11	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[93, 54, 52]	[181, 142, 121]	[181, 142, 121]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[93, 54, 52]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]
12	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[181, 142, 121]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[93, 54, 52]	[181, 142, 121]	[93, 54, 52]	[181, 142, 121]
13	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[93, 54, 52]	[93, 54, 52]	[181, 142, 121]	[93, 54, 52]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[93, 54, 52]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]
14	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]
15	[181, 142, 121]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]
16	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]
17	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[93, 54, 52]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]
18	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]
19	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[93, 54, 52]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]
20	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[181, 142, 121]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]	[93, 54, 52]
