	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31
0	[162, 236, 204]	[162, 236, 204]	[162, 236, 204]	[162, 236, 204]	[162, 236, 204]	[162, 236, 204]	[162, 236, 204]	[162, 236, 204]	[162, 236, 204]	[162, 236, 204]	[162, 236, 204]	[162, 236, 204]	[162, 236, 204]	[162, 236, 204]	[162, 236, 204]	[162, 236, 204]	[162, 236, 204]	[162, 236, 204]	[162, 236, 204]	[162, 236, 204]	[162, 236, 204]	[162, 236, 204]	[162, 236, 204]	[162, 236, 204]	[162, 236, 204]	[162, 236, 204]	[162, 236, 204]	[162, 236, 204]	[162, 236, 204]	[162, 236, 204]	[162, 236, 204]	[162, 236, 204]
1	[162, 236, 204]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[186, 123, 127]	[186, 123, 127]	[162, 236, 204]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[186, 123, 127]	[186, 123, 127]	[186, 123, 127]	[186, 123, 127]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[162, 236, 204]
2	[162, 236, 204]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[186, 123, 127]	[186, 123, 127]	[186, 123, 127]	[186, 123, 127]	[186, 123, 127]	[186, 123, 127]	[186, 123, 127]	[186, 123, 127]	[186, 123, 127]	[186, 123, 127]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[186, 123, 127]	[186, 123, 127]	[186, 123, 127]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[162, 236, 204]
3	[162, 236, 204]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[186, 123, 127]	[186, 123, 127]	[186, 123, 127]	[162, 236, 204]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[186, 123, 127]	[186, 123, 127]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[162, 236, 204]
4	[162, 236, 204]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[186, 123, 127]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[186, 123, 127]	[186, 123, 127]	[186, 123, 127]	[186, 123, 127]	[186, 123, 127]
5	[162, 236, 204]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[186, 123, 127]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[186, 123, 127]	[186, 123, 127]	[186, 123, 127]	[186, 123, 127]	[186, 123, 127]
6	[162, 236, 204]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[186, 123, 127]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[186, 123, 127]	[183, 68, 75]	[186, 123, 127]	[186, 123, 127]
7	[162, 236, 204]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[186, 123, 127]	[186, 123, 127]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[186, 123, 127]	[183, 68, 75]	[186, 123, 127]	[162, 236, 204]
8	[162, 236, 204]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[186, 123, 127]	[186, 123, 127]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[186, 123, 127]	[186, 123, 127]	[186, 123, 127]	[186, 123, 127]
9	[162, 236, 204]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[186, 123, 127]	[186, 123, 127]	[186, 123, 127]	[186, 123, 127]	[186, 123, 127]	[186, 123, 127]	[186, 123, 127]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[186, 123, 127]	[186, 123, 127]	[186, 123, 127]	[186, 123, 127]	[186, 123, 127]	[162, 236, 204]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[186, 123, 127]	[186, 123, 127]	[186, 123, 127]	[186, 123, 127]
10	[162, 236, 204]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[186, 123, 127]	[186, 123, 127]	[186, 123, 127]	[183, 68, 75]	[186, 123, 127]	[186, 123, 127]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[186, 123, 127]	[186, 123, 127]	[186, 123, 127]	[186, 123, 127]	[186, 123, 127]	[186, 123, 127]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[186, 123, 127]	[186, 123, 127]	[186, 123, 127]	[186, 123, 127]
11	[162, 236, 204]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[186, 123, 127]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[186, 123, 127]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[186, 123, 127]	[186, 123, 127]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[186, 123, 127]	[186, 123, 127]	[186, 123, 127]	[186, 123, 127]
12	[162, 236, 204]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[186, 123, 127]	[186, 123, 127]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[186, 123, 127]	[186, 123, 127]	[186, 123, 127]	[186, 123, 127]	[186, 123, 127]	[186, 123, 127]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[186, 123, 127]	[186, 123, 127]	[186, 123, 127]	[186, 123, 127]
13	[162, 236, 204]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[186, 123, 127]	[186, 123, 127]	[186, 123, 127]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[186, 123, 127]	[186, 123, 127]	[186, 123, 127]	[186, 123, 127]	[186, 123, 127]	[186, 123, 127]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[186, 123, 127]	[186, 123, 127]	[186, 123, 127]	[186, 123, 127]
14	[162, 236, 204]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[183, 68, 75]	[186, 123, 127]	[186, 123, 127]	[162, 236, 204]	[162, 236, 204]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[239, 239, 246]	[162, 236, 204]	[186, 123, 127]	[186, 123, 127]	[186, 123, 127]
