	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31
0	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153
1	153	33	33	33	44	33	33	33	44	69	85	75	80	81	99	85	80	75	50	33	27	33	33	38	64	64	53	50	44	38	64	44
2	153	27	22	33	50	44	27	33	44	69	75	81	94	99	116	99	104	104	69	64	33	33	33	27	50	75	53	50	50	50	38	50
3	153	22	33	38	50	60	33	50	44	75	85	89	94	99	120	104	120	116	104	64	50	44	33	33	33	80	60	38	38	50	44	50
4	153	22	33	38	69	60	50	38	60	75	81	89	85	110	133	120	127	127	110	99	75	50	44	27	27	38	64	64	44	44	50	38
5	153	22	33	50	75	75	75	44	60	80	85	89	89	110	133	133	142	133	133	99	60	53	80	27	33	22	50	50	38	44	60	64
6	153	22	33	44	75	85	81	53	75	89	99	94	94	104	127	133	142	142	133	120	104	104	60	50	33	22	22	64	60	38	44	60
7	153	27	33	60	81	92	81	75	81	89	89	99	110	133	133	133	133	133	133	120	120	104	44	80	33	22	22	50	64	38	27	64
8	153	27	38	85	94	104	104	89	99	81	110	94	133	142	120	133	133	120	120	120	120	104	94	69	50	22	33	22	64	69	38	44
9	153	33	53	81	92	116	116	120	104	104	80	94	89	104	104	104	104	104	110	120	120	94	94	75	80	44	27	22	33	80	69	38
10	153	44	75	110	113	120	94	94	89	80	64	80	64	53	64	64	80	60	89	80	80	104	75	94	69	60	27	27	27	53	80	69
11	153	75	81	92	92	120	94	80	44	60	60	50	44	50	44	44	33	44	50	64	64	64	80	69	53	53	50	33	38	38	75	89
12	153	85	92	110	104	94	60	53	38	53	38	44	44	33	22	27	22	22	22	27	22	33	44	53	60	64	60	44	38	38	75	85
13	153	92	92	110	94	60	53	69	89	64	53	69	60	50	50	38	27	33	33	44	33	44	50	50	53	60	60	60	50	44	75	94
14	153	103	121	107	96	53	85	99	89	94	89	89	75	69	80	80	69	75	64	64	69	60	60	60	69	60	75	69	80	53	75	104
15	153	121	107	116	110	103	107	110	99	99	92	99	94	99	94	94	99	89	89	85	94	81	85	81	81	69	89	85	89	94	85	107
16	153	116	103	103	107	113	96	110	116	110	99	110	110	110	110	107	104	104	99	99	89	89	89	92	85	92	89	92	99	94	99	110
17	153	116	113	110	103	113	103	110	113	103	110	116	120	120	116	113	113	107	110	99	94	94	92	92	92	92	96	96	94	99	99	113
18	153	121	113	107	103	107	96	103	103	103	103	107	113	120	110	107	107	99	99	96	94	94	92	92	92	92	92	99	99	110	110	116
19	153	121	116	113	107	107	103	103	103	103	103	107	85	81	85	85	81	89	99	92	92	92	92	85	85	92	92	99	99	116	116	120
20	153	121	116	113	107	103	96	96	92	69	69	81	89	75	69	69	60	69	69	75	81	85	81	85	85	85	92	96	107	113	116	120
21	153	121	121	113	107	92	92	81	81	81	60	53	38	38	22	22	22	22	22	38	38	60	81	85	85	85	92	96	107	116	113	121
22	153	127	127	116	103	92	81	69	53	38	27	38	60	80	33	22	22	22	27	38	64	53	53	85	89	85	92	96	103	121	127	133
23	153	127	127	121	107	92	92	81	53	38	60	60	75	104	64	27	22	27	27	60	89	53	38	53	94	85	92	92	103	127	133	133
24	153	127	133	121	116	110	110	103	99	85	69	75	81	85	94	50	27	27	44	80	69	53	53	53	96	92	92	92	107	127	142	133
25	153	133	133	127	127	121	120	116	107	104	99	81	81	85	69	80	80	80	69	75	75	81	85	89	99	96	96	103	121	133	142	133
26	153	133	133	127	133	121	116	121	113	110	113	103	96	92	81	69	69	69	75	69	69	81	85	99	103	96	107	113	121	133	142	142
27	153	133	133	133	127	121	121	127	121	113	113	107	103	96	92	85	81	81	81	81	85	92	96	96	107	96	113	121	121	133	142	133
28	153	142	142	133	127	121	121	121	116	121	116	110	107	103	103	96	96	96	96	94	99	99	107	107	107	107	121	113	121	133	142	142
29	153	142	142	142	142	127	127	121	121	116	116	113	113	107	110	103	110	107	99	99	110	116	121	121	113	121	113	121	121	142	142	142
30	153	142	142	142	142	142	133	127	127	121	121	116	116	113	113	110	107	107	103	113	113	120	127	121	121	121	121	127	133	142	142	142
31	153	142	142	142	142	142	142	142	133	127	127	121	121	116	116	113	110	113	121	116	121	121	127	127	127	121	133	133	142	142	142	142
