	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31
0	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164
1	164	96	96	100	100	100	103	108	111	111	111	114	118	119	119	123	145	195	229	233	242	247	244	236	186	137	133	189	238	244	245	228
2	164	96	99	99	100	103	108	119	123	123	120	128	137	143	141	141	151	161	212	229	229	244	245	241	241	186	144	165	231	229	229	219
3	164	98	100	98	100	105	116	153	171	186	193	202	213	225	225	225	227	224	226	237	237	243	245	246	244	238	186	170	207	235	234	219
4	164	98	100	102	104	108	128	218	245	246	249	249	249	246	244	243	242	240	245	243	243	243	246	246	247	242	237	183	171	161	151	161
5	164	98	99	100	108	114	123	218	243	244	244	247	246	247	247	246	245	244	245	244	244	242	245	246	244	247	249	183	144	137	138	150
6	164	97	98	104	108	118	132	218	236	244	246	242	239	231	246	246	244	234	231	231	229	241	241	242	244	243	246	193	132	116	123	150
7	164	99	100	104	108	118	131	189	232	226	226	237	239	231	243	245	245	234	229	232	231	237	240	240	241	244	246	207	138	123	132	179
8	164	98	98	102	106	117	125	157	218	245	238	241	245	243	244	245	242	222	204	212	220	238	236	245	241	244	245	218	138	131	135	179
9	164	98	98	102	103	109	115	123	165	190	170	151	154	161	241	247	246	212	151	154	171	170	177	183	236	245	246	227	138	131	138	166
10	164	98	98	102	100	105	109	111	128	125	125	120	128	145	242	247	244	215	139	120	125	125	134	159	230	244	246	230	144	131	135	166
11	164	98	97	99	102	103	108	109	100	100	100	110	123	139	242	246	244	225	134	116	112	120	123	149	227	244	246	234	154	135	138	166
12	164	98	99	100	102	103	104	109	108	110	111	123	130	149	237	247	241	230	150	128	128	131	132	145	222	246	244	232	165	135	136	166
13	164	98	99	99	102	106	105	105	109	111	119	128	135	154	218	242	244	234	161	141	143	143	144	161	224	243	245	232	177	133	136	156
14	164	98	99	99	102	104	103	107	109	116	139	182	190	195	222	243	245	238	212	215	213	215	215	222	236	241	247	238	193	135	136	156
15	164	96	100	102	103	104	105	107	111	125	144	237	246	243	244	244	245	243	240	241	242	242	243	241	241	243	246	243	202	139	136	142
16	164	97	99	101	102	103	104	105	111	125	156	235	244	243	244	244	245	243	245	244	245	243	243	243	243	245	245	244	212	148	136	142
17	164	99	98	99	101	102	105	109	117	125	157	238	243	244	244	244	245	244	242	243	241	240	240	237	237	241	244	242	220	148	136	142
18	164	96	97	99	101	102	108	107	117	123	148	218	224	214	229	244	244	243	241	239	242	237	238	236	233	241	243	244	222	153	131	142
19	164	98	100	99	100	103	104	104	109	123	135	193	236	240	238	242	243	245	243	242	235	240	238	242	237	240	243	243	230	153	131	135
20	164	97	100	100	99	103	102	104	108	112	123	149	206	207	212	238	243	245	212	170	159	159	159	159	183	235	243	244	238	156	134	142
21	164	96	100	99	99	99	101	105	108	112	115	123	132	139	170	236	245	246	215	139	125	120	120	125	141	222	244	246	242	160	132	135
22	164	96	97	99	99	99	99	102	104	108	113	110	110	120	150	234	246	247	215	134	116	116	112	116	130	212	242	244	245	171	135	132
23	164	97	97	99	99	99	101	103	103	109	111	111	117	123	150	234	246	247	227	144	123	118	118	123	132	202	246	246	246	177	132	135
24	164	96	98	98	98	100	99	104	104	109	109	118	125	133	149	232	244	247	231	154	137	133	133	134	139	202	243	244	242	190	133	134
25	164	96	97	98	98	100	103	102	106	105	114	133	157	171	177	233	244	246	235	190	177	186	186	190	195	224	241	243	242	202	133	134
26	164	96	96	98	98	100	101	102	105	113	112	182	240	241	238	239	244	246	242	236	240	241	238	241	243	241	243	246	244	207	139	134
27	164	97	96	100	98	100	104	106	106	112	123	177	236	243	241	244	243	245	244	242	243	245	244	243	244	244	243	243	247	222	143	134
28	164	98	98	98	97	98	102	104	106	112	123	189	245	245	243	245	243	243	243	245	244	241	241	240	241	242	244	243	246	231	153	134
29	164	96	97	98	97	98	100	103	106	112	130	157	230	243	244	241	243	243	246	238	226	214	214	214	214	226	238	246	245	230	153	134
30	164	94	97	97	97	97	100	101	104	112	125	139	206	245	242	240	243	244	242	236	232	232	232	232	235	233	240	243	244	237	160	132
31	164	110	110	110	110	110	110	110	111	111	132	132	166	207	207	219	230	230	228	207	161	161	161	161	161	179	228	228	228	228	166	150
